Scheme Name,URL,Benefits
"HIMAYAT- Deen Dayal Upadhyaya-Grameen Kaushalya Yojana","https://www.myscheme.gov.in/schemes/himayat","Benefits
The Himayat shall be implemented in partnership with Project Implementing Agencies (PIAs) empaneled under; and who qualify as per the guidelines of DDU-GKY, MoRD, and GoI.
The Himayat programme aims to train 1,49,180 youth with placement assurance (at least 70%) of trained youth.
The Programme is 100 percent funded by the Government of India as a special provision under the DDU-GKY programme and no formal cap on the budget and the number of youth to be trained/ placed.
Technical and financial support shall be available for trainees post-training/placement as well.
A liberal costing for training and post-placement allowance (including tracking) has been provided under the programme for the Project Implementation Agencies (PIA).
The Himayat programme shall cover both urban and rural populations irrespective of levels of poverty.
Training shall be both Residential and Non-Residential.
Initial entry-level training will be provided for at least 3 months and upon completion, trainees will be placed in companies.
The training will include computer-oriented skills, soft skills and English communication skills, as well as the technical skills needed for the particular job.
There is provision for a reservation for skilling 40000 young women.
1000 youth will be trained for the placements abroad.
The National Institute of Rural Development & Panchayati Raj (NIRD&PR) in Hyderabad has been designated as the Central Technical Support Agency (CTSA) for the appraisal of project proposals of PIAs.
Initial entry-level training will be provided for at least 3 months and upon completion, trainees will be placed in companies.
If a trainee is not receiving the above entitlements he/she can call the Himayat Helpline at 01933-222364"
"Assistance for Power Driven Chaff Cutter Scheme under Integrated Fodder Development Scheme (General Category)","https://www.myscheme.gov.in/schemes/apdccsifdsgc","Benefits
Under the scheme, financial assistance up to 75% of the purchase cost of powered chaff cutter or ₹18,000/-, whichever is less, is given to beneficiaries belonging to General category.  
Note: The amount of assistance will be deposited in bank account of the beneficiary."
"Assistance for Power Driven Chaff Cutter Scheme under Scheduled Castes Sub Plan (SC Category)","https://www.myscheme.gov.in/schemes/apdccsscspscc","Benefits
Under the scheme, financial assistance up to 75% of the purchase cost of powered chaff cutter or ₹18,000/-, whichever is less, is given to beneficiaries of Scheduled Caste category.  
Note: The amount of assistance will be deposited in bank account of the beneficiary."
"Poompuhar District Craft Award","https://www.myscheme.gov.in/schemes/pdca","Benefits
Cash Prize of ₹10,000/-. 
Silver Medal.
Certificate."
"Team Production Award","https://www.myscheme.gov.in/schemes/tpa","Benefits
Cash Prize of ₹40,000/-.
4 gm Gold Medal.
One Thamirapattiram. 
Certificate."
"Gen Next Competition","https://www.myscheme.gov.in/schemes/gnc","Benefits
Cash Prize of ₹2,000/-.
Silver Medal. 
Certificate."
"Aaws Bhatta Sahayata Yojana","https://www.myscheme.gov.in/schemes/absy","Benefits
In Bhopal, Indore, Jabalpur, Gwalior, and Ujjain cities ₹2,000/- per student per month.
At district headquarters ₹1,250/- per student per month.
At the tehsil and development block level ₹1,000/- per student per month."
"OBC Pre Matric Scholarship-Uttar Pradesh","https://www.myscheme.gov.in/schemes/obcpms","Benefits
₹150/- per months (for max 10 months).
₹750/- per annum (residential students)."
"Alpsankhyak Merit-Cum-Means Chatravriti Yojana","https://www.myscheme.gov.in/schemes/amcmcy","Benefits
Hostel students receive a maintenance allowance of ₹1,000/- per month for 10 months.
Non-hostel students are provided with a maintenance allowance of ₹500/- per month for 10 months.
Reimbursement of actual course fees or ₹20,000/- whichever is less."
"Prosthetic Aid and Appliances for Person with Disabilities","https://www.myscheme.gov.in/schemes/paapwd","Benefits
Under this scheme, the following equipment is given within a limit of ₹20,000/-.
Artificial limb, crutch or calipers, tricycle, folding wheelchair to Person with Disabilities.
Hearing aids and other tool assistance for mute and deaf persons.
Musical instruments, brail kit for visually impaired persons.
M. R. child kit for mentally challenged persons.
For self-employment, hand carts, sewing machines, instruments of electric repairing, tools of cycle repairing, hair cutting kit, etc."
"Living Craft Treasure Award","https://www.myscheme.gov.in/schemes/lcta","Benefits
Cash Prize of ₹1,00,000/-. 
Thamirapattiram.
8-gram Gold Medal.
Certificate."
"Sant Surdas Scheme","https://www.myscheme.gov.in/schemes/sss-gujarat","Benefits
Under the scheme, a monthly assistance of ₹1,000/- is paid to the beneficiary by the State Government through DBT."
"Free Travel in S.T Bus to the Disabled Persons","https://www.myscheme.gov.in/schemes/ftstbdp","Benefits
Under this scheme, a free traveling facility is provided to Persons with Disabilities in all types of buses of Gujarat State Road Transport Corporation.
The benefit of free travel is also provided up to the final/last station of the bus route in the case of travel outside the state of Gujarat.
A card is also issued by the District Social Defense Officer after the approval of the application."
"Unemployment Allowance to Differently Abled Persons","https://www.myscheme.gov.in/schemes/uatdap","Benefits
For SSLC (Secondary School Leaving Certificate) and below: ₹600/- per month.
For Higher Secondary Course: ₹750/- per month.
For Degree and above: ₹1,000/- per month."
"Marriage Assistance to Normal Persons Marrying Speech and Hearing Impaired Persons","https://www.myscheme.gov.in/schemes/matnpmsahip","Benefits
Marriage assistance amount: ₹25,000/- as
 ₹12,500/- National Savings Certificate.
 ₹12,500/- cheque/Demand Draft for marriage expenses.
Additional benefit if either spouse has a degree/diploma: Increased amount to ₹50,000/-
 ₹25,000/- National Savings Certificate.
 ₹25,000/- cheque/Demand Draft.
Other Benefits:
Certificate of appreciation.
8 gram gold coin for Tirumangalyam (a traditional South Indian symbol of marriage for women)."
"Establishing Aavin Parlour for Differently Abled Persons","https://www.myscheme.gov.in/schemes/eapfdap","Benefits
The government has issued orders for establishing Aavin parlour for differently-abled persons to sell Aavin brand products like milk, butter, curd, etc."
"Modified Special Wheel Chairs for Persons Affected with Cerebral Palsy","https://www.myscheme.gov.in/schemes/mswcfpawcp","Benefits
Free distribution of modified special wheel chairs."
"HRIDAY: Heritage City Development & Augmentation Yojana","https://www.myscheme.gov.in/schemes/hriday","Benefits
For the Residents
Improved quality of life through enhanced infrastructure, better sanitation facilities, and revitalized public spaces.
Preservation of cultural heritage fosters a sense of pride and identity among residents.
Economic opportunities are generated through tourism, cultural events, and heritage-related businesses.
For the Tourists
Enriched cultural experiences through the restoration and promotion of heritage sites, monuments, and historic areas.
Enhanced amenities and facilities for tourists, including improved signage, interpretation centres, and guided tours.
Increased safety and accessibility, making heritage cities more attractive destinations for domestic and international visitors.
For the Businesses
Expanded market opportunities resulting from increased tourism and foot traffic in heritage areas.
Investment incentives for heritage-related businesses, such as heritage hotels, handicrafts, cultural events, and eco-tourism ventures.
Preservation and promotion of traditional crafts and skills, supporting local artisans and craftsmen.
For the Local Authorities
Strengthened governance and capacity-building for heritage conservation and urban planning.
Increased revenue generation through tourism-related taxes, entry fees, and commercial activities in heritage areas.
Enhanced collaboration and partnerships with government agencies, NGOs, and private stakeholders for sustainable development."
"Assistance for Marriage","https://www.myscheme.gov.in/schemes/afm","Benefits
Financial Assistance of ₹2,000/-."
"Karma Sathi Prakalpa","https://www.myscheme.gov.in/schemes/ksp","Benefits
Under the scheme, the state government has set a target of providing loans to one lakh youths every year. Each beneficiary can avail of a loan of up to ₹2,00,000/- under the scheme. Apart from loans, the state government will also provide subsidies for taking up new projects."
"Natural Death Assistance for the Construction Workers","https://www.myscheme.gov.in/schemes/ndacw","Benefits
Financial assistance of ₹1,00,000/- is provided to the nominees/dependents of the members in case of natural death of the worker."
"Financial Assistance for Marriage for the Construction Workers","https://www.myscheme.gov.in/schemes/famtw","Benefits
Marriage of female registered member: ₹51,000/-.
Marriage of male registered member: ₹35,000/-.
Marriage of daughter of registered members: ₹51,000/-.
Marriage of son of registered members : ₹35,000/-."
"Marriage Assistance to Differently Abled Persons Marrying Differently Abled Persons","https://www.myscheme.gov.in/schemes/matdapmdap","Benefits
Marriage assistance amount: ₹25,000/- as
 ₹12,500/- National Savings Certificate.
 ₹12,500/- cheque/Demand Draft for marriage expenses.
Additional benefit if either spouse has a degree/diploma: Increased amount to ₹50,000/-.
 ₹25,000/- National Savings Certificate.
 ₹25,000/- cheque/Demand Draft.
Other Benefits:
Certificate of appreciation.
8 gram gold coin for Tirumangalyam (a traditional South Indian symbol of marriage for women)."
